"Tissue","group","cell_type","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","change","isTissuespecific","isCellTypespecific"
"12092","Prostate","old vs mid","Other cells cell","CYP1B1",0.02616196,-1.632075,0.017,0.12,1,"DOWN",FALSE,TRUE
"12093","Prostate","old vs mid","Other cells cell","CNN1",0.02651357,1.621199,0.118,0,1,"UP",FALSE,TRUE
"12094","Prostate","old vs mid","Other cells cell","FRZB",0.02651357,1.522762,0.118,0,1,"UP",FALSE,TRUE
"12095","Prostate","old vs mid","Other cells cell","MT1A",0.03020581,1.404516,0.235,0.04,1,"UP",FALSE,TRUE
"12096","Prostate","old vs mid","T cell","AZGP1",9.6e-21,-6.077089,0.203,1,1.57e-16,"DOWN",FALSE,FALSE
"12097","Prostate","old vs mid","T cell","NPY",1.58e-17,-6.420105,0.138,1,2.6e-13,"DOWN",FALSE,FALSE
"12098","Prostate","old vs mid","T cell","DHRS7",1.14e-15,-3.935489,0.516,1,1.86e-11,"DOWN",FALSE,FALSE
"12099","Prostate","old vs mid","T cell","CD9",2.04e-13,-4.482526,0.264,1,3.35e-09,"DOWN",FALSE,FALSE
"12100","Prostate","old vs mid","T cell","MT-ND4L",4.19e-12,-3.526487,0.415,1,6.87e-08,"DOWN",FALSE,FALSE
"12101","Prostate","old vs mid","T cell","RDH11",5.36e-10,-4.499149,0.294,1,8.78e-06,"DOWN",TRUE,FALSE
"12102","Prostate","old vs mid","T cell","ACPP",1.21e-09,-4.043902,0.673,1,1.99e-05,"DOWN",TRUE,FALSE
"12103","Prostate","old vs mid","T cell","STEAP1",1.86e-09,-4.680579,0.04,1,3.05e-05,"DOWN",TRUE,FALSE
"12104","Prostate","old vs mid","T cell","ERGIC1",4.8e-09,-3.698698,0.115,1,7.88e-05,"DOWN",FALSE,FALSE
"12105","Prostate","old vs mid","T cell","SLC45A3",1.09e-08,-4.896857,0.061,1,0.000179107,"DOWN",TRUE,FALSE
"12106","Prostate","old vs mid","T cell","CST3",1.14e-08,-4.045602,0.166,0.5,0.000187176,"DOWN",FALSE,FALSE
"12107","Prostate","old vs mid","T cell","PLPP1",1.43e-08,-3.783703,0.117,1,0.000234811,"DOWN",FALSE,FALSE
"12108","Prostate","old vs mid","T cell","SEC11C",5.8e-08,-3.395447,0.358,0.5,0.000951207,"DOWN",FALSE,FALSE
"12109","Prostate","old vs mid","T cell","DPP4",8.46e-08,-3.670696,0.115,1,0.001386628,"DOWN",FALSE,FALSE
"12110","Prostate","old vs mid","T cell","SFN",1.01e-07,-3.417936,0.061,1,0.001658596,"DOWN",FALSE,FALSE
"12111","Prostate","old vs mid","T cell","TIMP1",1.04e-07,-3.630938,0.264,1,0.001703015,"DOWN",FALSE,FALSE
"12112","Prostate","old vs mid","T cell","TMBIM1",1.48e-07,-3.06656,0.197,0.5,0.002433611,"DOWN",FALSE,FALSE
"12113","Prostate","old vs mid","T cell","FAM213A",1.9e-07,-3.467118,0.08,0.5,0.003117951,"DOWN",FALSE,FALSE
"12114","Prostate","old vs mid","T cell","FAM96A",5.3e-07,-3.029489,0.172,1,0.008695433,"DOWN",TRUE,TRUE
"12115","Prostate","old vs mid","T cell","CYB561",2.01e-06,-3.433243,0.082,0.5,0.03293976,"DOWN",TRUE,TRUE
"12116","Prostate","old vs mid","T cell","MT-ATP6",2.44e-06,-2.869501,0.998,1,0.04002059,"DOWN",FALSE,FALSE
"12117","Prostate","old vs mid","T cell","IFITM3",2.51e-06,-3.416473,0.229,0.5,0.04114606,"DOWN",FALSE,FALSE
"12118","Prostate","old vs mid","T cell","TSPAN8",3.53e-06,-4.027201,0.027,1,0.05785431,"DOWN",FALSE,FALSE
"12119","Prostate","old vs mid","T cell","PERP",3.83e-06,-2.925146,0.314,0.5,0.06275678,"DOWN",FALSE,TRUE
"12120","Prostate","old vs mid","T cell","HLA-B",5.57e-06,3.212612,1,0.5,0.09138554,"UP",FALSE,FALSE
"12121","Prostate","old vs mid","T cell","ZG16B",7.18e-06,-3.341163,0.075,1,0.1177969,"DOWN",FALSE,TRUE
"12122","Prostate","old vs mid","T cell","KIAA1324",1.29e-05,-3.351483,0.048,0.5,0.2110992,"DOWN",FALSE,FALSE
"12123","Prostate","old vs mid","T cell","NDRG1",1.46e-05,-2.82501,0.226,1,0.2400907,"DOWN",FALSE,FALSE
"12124","Prostate","old vs mid","T cell","HES1",2.56e-05,-3.818087,0.078,1,0.4204807,"DOWN",FALSE,FALSE
"12125","Prostate","old vs mid","T cell","SRGN",3.44e-05,5.576255,0.994,0,0.5639765,"UP",FALSE,TRUE
"12126","Prostate","old vs mid","T cell","SORD",6.75e-05,-3.15855,0.149,0.5,1,"DOWN",TRUE,FALSE
"12127","Prostate","old vs mid","T cell","CCL2",7.51e-05,-3.539022,0.021,1,1,"DOWN",FALSE,FALSE
"12128","Prostate","old vs mid","T cell","SMAD4",0.000100319,-3.350281,0.042,0.5,1,"DOWN",TRUE,TRUE
"12129","Prostate","old vs mid","T cell","GALNT7",0.000128962,-3.413391,0.029,0.5,1,"DOWN",TRUE,TRUE
"12130","Prostate","old vs mid","T cell","IL32",0.000184645,4.71266,0.983,0,1,"UP",FALSE,FALSE
"12131","Prostate","old vs mid","T cell","CXCR4",0.000184645,6.661524,0.983,0,1,"UP",FALSE,FALSE
"12132","Prostate","old vs mid","T cell","ARHGDIB",0.000184645,4.413847,0.983,0,1,"UP",FALSE,FALSE
"12133","Prostate","old vs mid","T cell","NEFH",0.000222285,-3.212452,0.078,1,1,"DOWN",FALSE,FALSE
"12134","Prostate","old vs mid","T cell","ZFP36L2",0.000349926,5.874039,0.975,0,1,"UP",FALSE,FALSE
"12135","Prostate","old vs mid","T cell","HSPA8",0.000508196,4.421695,0.969,0,1,"UP",FALSE,TRUE
"12136","Prostate","old vs mid","T cell","SH3BP4",0.0005527,-3.464096,0.013,0.5,1,"DOWN",TRUE,TRUE
"12137","Prostate","old vs mid","T cell","TACSTD2",0.000825956,-2.984685,0.117,0.5,1,"DOWN",FALSE,FALSE
"12138","Prostate","old vs mid","T cell","FOLH1",0.001153945,-3.746978,0.01,0.5,1,"DOWN",FALSE,FALSE
"12139","Prostate","old vs mid","T cell","S100A4",0.00153903,4.434381,0.945,0,1,"UP",FALSE,FALSE
"12140","Prostate","old vs mid","T cell","CD3D",0.001857885,3.770583,0.939,0,1,"UP",FALSE,TRUE
"12141","Prostate","old vs mid","T cell","CYBA",0.001857885,3.370175,0.939,0,1,"UP",FALSE,FALSE
"12142","Prostate","old vs mid","T cell","LAPTM5",0.002722574,3.247086,0.925,0,1,"UP",FALSE,TRUE
"12143","Prostate","old vs mid","T cell","BTC",0.003368508,-2.875217,0,0.5,1,"DOWN",TRUE,TRUE
"12144","Prostate","old vs mid","T cell","CORO1A",0.003759069,3.384171,0.912,0,1,"UP",FALSE,TRUE
"12145","Prostate","old vs mid","T cell","EFNA3",0.003913322,-2.82811,0.013,0.5,1,"DOWN",TRUE,TRUE
"12146","Prostate","old vs mid","T cell","CPM",0.004187529,-3.405921,0.021,0.5,1,"DOWN",FALSE,FALSE
"12147","Prostate","old vs mid","T cell","CD2",0.004256761,3.546698,0.906,0,1,"UP",FALSE,TRUE
"12148","Prostate","old vs mid","T cell","TNFAIP3",0.004606594,4.181776,0.902,0,1,"UP",FALSE,FALSE
"12149","Prostate","old vs mid","T cell","CD3E",0.004970958,3.158855,0.899,0,1,"UP",FALSE,TRUE
"12150","Prostate","old vs mid","T cell","NPNT",0.005231544,-2.85462,0.008,0.5,1,"DOWN",FALSE,TRUE
"12151","Prostate","old vs mid","T cell","SLC25A10",0.005528502,-2.835669,0.011,0.5,1,"DOWN",TRUE,TRUE
"12152","Prostate","old vs mid","T cell","VIM",0.005743623,3.635913,0.891,0,1,"UP",FALSE,FALSE
"12153","Prostate","old vs mid","T cell","KCTD14",0.006220628,-2.866151,0.002,0.5,1,"DOWN",TRUE,TRUE
"12154","Prostate","old vs mid","T cell","CHRNA2",0.006220628,-2.867829,0.002,0.5,1,"DOWN",FALSE,TRUE
"12155","Prostate","old vs mid","T cell","CLIC1",0.007935654,2.913872,0.872,0,1,"UP",FALSE,TRUE
"12156","Prostate","old vs mid","T cell","DNALI1",0.009064939,-2.864617,0.004,0.5,1,"DOWN",TRUE,FALSE
"12157","Prostate","old vs mid","T cell","DNAJB1",0.009696002,4.551087,0.859,0,1,"UP",FALSE,FALSE
"12158","Prostate","old vs mid","T cell","CYTIP",0.009962938,3.300057,0.857,0,1,"UP",FALSE,TRUE
"12159","Prostate","old vs mid","T cell","ISG20",0.01078718,3.177313,0.851,0,1,"UP",FALSE,FALSE
"12160","Prostate","old vs mid","T cell","SEZ6L2",0.01112506,-2.834892,0.01,0.5,1,"DOWN",FALSE,TRUE
"12161","Prostate","old vs mid","T cell","PTPRC",0.0119413,2.98619,0.843,0,1,"UP",FALSE,FALSE
"12162","Prostate","old vs mid","T cell","HCST",0.0119413,2.982649,0.843,0,1,"UP",FALSE,FALSE
"12163","Prostate","old vs mid","T cell","SOD1",0.01284863,2.973131,0.837,0,1,"UP",FALSE,TRUE
"12164","Prostate","old vs mid","T cell","RGCC",0.0164871,4.194112,0.816,0,1,"UP",FALSE,FALSE
"12165","Prostate","old vs mid","T cell","SAMSN1",0.01793373,3.407042,0.809,0,1,"UP",FALSE,TRUE
"12166","Prostate","old vs mid","T cell","NFKBIA",0.01793373,3.943345,0.809,0,1,"UP",FALSE,TRUE
"12167","Prostate","old vs mid","T cell","DUSP2",0.02184578,3.789671,0.79,0,1,"UP",FALSE,TRUE
"12168","Prostate","old vs mid","T cell","EZR",0.02573581,2.984493,0.772,0,1,"UP",FALSE,TRUE
"12169","Prostate","old vs mid","T cell","CITED2",0.02852835,3.745236,0.761,0,1,"UP",FALSE,FALSE
"12170","Prostate","old vs mid","T cell","IL7R",0.03460456,3.667949,0.738,0,1,"UP",FALSE,TRUE
"12171","Prostate","old vs mid","T cell","CD74",0.03960336,3.249248,0.721,0,1,"UP",FALSE,FALSE
"12172","Kidneys","old vs mid","Collecting_duct_B cell","MT-RNR1",0,1.224172,1,1,0,"UP",TRUE,FALSE
"12173","Kidneys","old vs mid","Collecting_duct_A cell","IGFBP5",1.59e-183,-2.010527,0.364,0.772,2.85e-179,"DOWN",FALSE,FALSE
"12174","Kidneys","old vs mid","Collecting_duct_A cell","FXYD2",4.9e-145,1.079147,0.947,0.751,8.77e-141,"UP",FALSE,FALSE
"12175","Kidneys","old vs mid","Collecting_duct_A cell","SPP1",6.74e-144,-1.565633,0.603,0.83,1.21e-139,"DOWN",FALSE,FALSE
"12176","Kidneys","old vs mid","Collecting_duct_B cell","MT-ND4L",2.41e-129,0.9530564,0.946,0.74,4.31e-125,"UP",FALSE,FALSE
"12177","Kidneys","old vs mid","Collecting_duct_B cell","HLA-B",1.82e-109,-1.09595,0.609,0.83,3.25e-105,"DOWN",FALSE,FALSE
"12178","Kidneys","old vs mid","Collecting_duct_A cell","RHOB",1.04e-104,-1.630975,0.199,0.538,1.86e-100,"DOWN",FALSE,FALSE
"12179","Kidneys","old vs mid","Collecting_duct_B cell","MT-ATP8",4.08e-96,1.141947,0.711,0.345,7.29e-92,"UP",FALSE,FALSE
"12180","Kidneys","old vs mid","Collecting_duct_A cell","ADGRF5",4.85e-89,-1.180236,0.496,0.714,8.67e-85,"DOWN",FALSE,TRUE
"12181","Kidneys","old vs mid","Collecting_duct_A cell","MT2A",7.86e-88,1.329221,0.806,0.52,1.41e-83,"UP",FALSE,FALSE
"12182","Kidneys","old vs mid","Collecting_duct_B cell","DSG2",9.4e-84,-1.257315,0.301,0.59,1.68e-79,"DOWN",FALSE,TRUE
"12183","Kidneys","old vs mid","Collecting_duct_A cell","CD74",1.87e-83,-1.1138,0.551,0.777,3.34e-79,"DOWN",FALSE,TRUE
"12184","Kidneys","old vs mid","Collecting_duct_B cell","CA12",5.95e-83,-0.9958252,0.545,0.732,1.06e-78,"DOWN",TRUE,FALSE
"12185","Kidneys","old vs mid","Collecting_duct_A cell","HES1",1.11e-81,-1.708005,0.152,0.45,1.98e-77,"DOWN",FALSE,FALSE
"12186","Kidneys","old vs mid","Collecting_duct_B cell","DMRT2",7.5e-80,-1.41587,0.189,0.462,1.34e-75,"DOWN",TRUE,TRUE
"12187","Kidneys","old vs mid","Collecting_duct_B cell","ATP1B1",6.36e-77,-1.187555,0.331,0.585,1.14e-72,"DOWN",FALSE,FALSE
"12188","Kidneys","old vs mid","Collecting_duct_A cell","PTGER3",1.5e-72,-1.073629,0.393,0.618,2.69e-68,"DOWN",TRUE,FALSE
"12189","Kidneys","old vs mid","Collecting_duct_A cell","EGR1",3.08e-71,-1.325954,0.226,0.488,5.51e-67,"DOWN",FALSE,FALSE
"12190","Kidneys","old vs mid","Collecting_duct_B cell","ZMPSTE24",1.22e-63,-1.258037,0.176,0.439,2.18e-59,"DOWN",TRUE,TRUE
"12191","Kidneys","old vs mid","Collecting_duct_B cell","CTSD",7.3e-62,-0.9535668,0.391,0.586,1.31e-57,"DOWN",FALSE,FALSE
"12192","Kidneys","old vs mid","Collecting_duct_B cell","ZFP36L1",1.01e-61,-1.333821,0.175,0.415,1.8e-57,"DOWN",FALSE,FALSE
"12193","Kidneys","old vs mid","Collecting_duct_B cell","KIT",2.02e-59,-1.335231,0.105,0.33,3.61e-55,"DOWN",FALSE,TRUE
"12194","Kidneys","old vs mid","Collecting_duct_B cell","MT1E",5.69e-59,1.235238,0.595,0.312,1.02e-54,"UP",FALSE,FALSE
"12195","Kidneys","old vs mid","Collecting_duct_A cell","ATP6V1A",2.38e-51,-1.016966,0.252,0.478,4.26e-47,"DOWN",FALSE,TRUE
"12196","Kidneys","old vs mid","Collecting_duct_B cell","ZFP36",3.54e-51,-1.134847,0.258,0.483,6.34e-47,"DOWN",FALSE,FALSE
"12197","Kidneys","old vs mid","Collecting_duct_A cell","HLA-DRB5",6.92e-50,-1.113604,0.01,0.159,1.24e-45,"DOWN",FALSE,FALSE
"12198","Kidneys","old vs mid","Collecting_duct_A cell","ZFAND2A",2.28e-49,1.17318,0.36,0.13,4.08e-45,"UP",FALSE,FALSE
"12199","Kidneys","old vs mid","Collecting_duct_A cell","ITGA6",3.89e-45,-1.070454,0.154,0.352,6.97e-41,"DOWN",FALSE,TRUE
"12200","Kidneys","old vs mid","Collecting_duct_A cell","APP",6.9e-45,-0.8835886,0.281,0.491,1.23e-40,"DOWN",FALSE,FALSE
"12201","Kidneys","old vs mid","Collecting_duct_B cell","MUC1",2.64e-44,-0.9931531,0.222,0.418,4.72e-40,"DOWN",FALSE,FALSE
"12202","Kidneys","old vs mid","Collecting_duct_A cell","BHLHE40",6.26e-44,-1.128365,0.109,0.305,1.12e-39,"DOWN",FALSE,FALSE
"12203","Kidneys","old vs mid","Collecting_duct_B cell","HIF1A",6.42e-44,-1.096501,0.091,0.268,1.15e-39,"DOWN",FALSE,FALSE
"12204","Kidneys","old vs mid","Collecting_duct_B cell","HLA-DRA",8.29e-43,-0.9348944,0.35,0.538,1.48e-38,"DOWN",FALSE,TRUE
"12205","Kidneys","old vs mid","Collecting_duct_B cell","TOB1",2.31e-42,-1.148416,0.092,0.272,4.13e-38,"DOWN",FALSE,FALSE
"12206","Kidneys","old vs mid","Collecting_duct_B cell","SEMA3C",4.09e-38,-1.044443,0.081,0.245,7.31e-34,"DOWN",FALSE,TRUE
"12207","Kidneys","old vs mid","Collecting_duct_B cell","PLCG2",1.02e-37,-1.020961,0.125,0.299,1.82e-33,"DOWN",FALSE,TRUE
"12208","Kidneys","old vs mid","Collecting_duct_A cell","JUNB",2.42e-36,-0.9855883,0.201,0.383,4.33e-32,"DOWN",FALSE,FALSE
"12209","Kidneys","old vs mid","Collecting_duct_B cell","KCTD12",1.27e-34,-0.9328969,0.232,0.407,2.27e-30,"DOWN",FALSE,TRUE
"12210","Kidneys","old vs mid","Collecting_duct_B cell","SOCS3",8.83e-34,-1.026706,0.039,0.175,1.58e-29,"DOWN",FALSE,FALSE
"12211","Kidneys","old vs mid","Collecting_duct_B cell","ADGRF1",4.84e-33,-0.8750565,0.2,0.358,8.66e-29,"DOWN",TRUE,TRUE
"12212","Kidneys","old vs mid","Collecting_duct_A cell","CANX",1.04e-32,-0.8594584,0.166,0.344,1.86e-28,"DOWN",FALSE,TRUE
"12213","Kidneys","old vs mid","Collecting_duct_B cell","TMEM123",2.55e-32,-0.8728138,0.169,0.338,4.57e-28,"DOWN",FALSE,TRUE
"12214","Kidneys","old vs mid","Collecting_duct_B cell","MSI2",4.15e-32,-0.8577673,0.191,0.358,7.42e-28,"DOWN",TRUE,TRUE
"12215","Kidneys","old vs mid","Collecting_duct_B cell","KRT18",1.58e-31,0.8568063,0.506,0.302,2.83e-27,"UP",FALSE,FALSE
"12216","Kidneys","old vs mid","Collecting_duct_B cell","LTF",1.05e-29,-1.210403,0.012,0.112,1.88e-25,"DOWN",FALSE,FALSE
"12217","Kidneys","old vs mid","Collecting_duct_B cell","JUND",6.99e-29,-0.9061209,0.105,0.251,1.25e-24,"DOWN",FALSE,FALSE
"12218","Kidneys","old vs mid","Collecting_duct_B cell","MAGI1",4.25e-28,-0.8925132,0.069,0.206,7.61e-24,"DOWN",FALSE,TRUE
"12219","Kidneys","old vs mid","Collecting_duct_B cell","ETS2",5.02e-28,-0.8550145,0.04,0.162,8.98e-24,"DOWN",FALSE,TRUE
"12220","Kidneys","old vs mid","Collecting_duct_B cell","AMFR",3.24e-26,-0.858942,0.064,0.181,5.79e-22,"DOWN",FALSE,TRUE
"12221","Kidneys","old vs mid","Collecting_duct_B cell","ADAMTS1",6.36e-24,-0.872625,0.094,0.216,1.14e-19,"DOWN",FALSE,TRUE
"12222","Kidneys","old vs mid","Collecting_duct_B cell","MT1G",7.68e-12,1.038141,0.502,0.395,1.37e-07,"UP",FALSE,FALSE
"12223","Kidneys","old vs mid","Distal cell","ATP1B1",5.1e-53,-1.311446,0.491,0.783,9.13e-49,"DOWN",FALSE,FALSE
"12224","Kidneys","old vs mid","Distal cell","KRT18",2.11e-51,2.129501,0.628,0.291,3.78e-47,"UP",FALSE,FALSE
"12225","Kidneys","old vs mid","Distal cell","GDF15",4.26e-47,1.481225,0.704,0.458,7.61e-43,"UP",FALSE,FALSE
"12226","Kidneys","old vs mid","Distal cell","APP",5.4e-47,-1.228567,0.37,0.687,9.66e-43,"DOWN",FALSE,FALSE
"12227","Kidneys","old vs mid","Distal cell","SPP1",2.5e-46,-1.311012,0.712,0.851,4.47e-42,"DOWN",FALSE,FALSE
"12228","Kidneys","old vs mid","Distal cell","ZFP36L1",1.05e-42,-1.475793,0.37,0.589,1.88e-38,"DOWN",FALSE,FALSE
"12229","Kidneys","old vs mid","Distal cell","ANXA2",2.13e-40,1.265618,0.652,0.361,3.81e-36,"UP",FALSE,FALSE
"12230","Kidneys","old vs mid","Distal cell","KRT8",2.98e-40,1.682544,0.548,0.233,5.34e-36,"UP",FALSE,TRUE
"12231","Kidneys","old vs mid","Distal cell","MIF",4.23e-39,0.9302528,0.792,0.522,7.56e-35,"UP",FALSE,FALSE
"12232","Kidneys","old vs mid","Distal cell","TNFRSF12A",3.37e-35,1.391034,0.437,0.155,6.03e-31,"UP",FALSE,TRUE
"12233","Kidneys","old vs mid","Distal cell","LTF",9.23e-35,-2.12449,0.095,0.334,1.65e-30,"DOWN",FALSE,FALSE
"12234","Kidneys","old vs mid","Distal cell","CA12",1.09e-34,-1.126541,0.405,0.671,1.94e-30,"DOWN",TRUE,FALSE
"12235","Kidneys","old vs mid","Distal cell","HES1",9.09e-34,-1.593261,0.224,0.509,1.63e-29,"DOWN",FALSE,FALSE
"12236","Kidneys","old vs mid","Distal cell","MT2A",2.91e-33,1.310114,0.736,0.53,5.2e-29,"UP",FALSE,FALSE
"12237","Kidneys","old vs mid","Distal cell","EGR1",3.58e-33,-1.426624,0.151,0.407,6.41e-29,"DOWN",FALSE,FALSE
"12238","Kidneys","old vs mid","Distal cell","MUC1",4.52e-31,-1.210519,0.207,0.463,8.09e-27,"DOWN",FALSE,FALSE
"12239","Kidneys","old vs mid","Distal cell","HLA-DRB5",1.53e-30,-1.310753,0.019,0.206,2.74e-26,"DOWN",FALSE,FALSE
"12240","Kidneys","old vs mid","Distal cell","LGALS3",9.85e-30,1.158755,0.588,0.352,1.76e-25,"UP",FALSE,TRUE
"12241","Kidneys","old vs mid","Distal cell","HLA-B",7.49e-28,-0.9884498,0.364,0.605,1.34e-23,"DOWN",FALSE,FALSE
"12242","Kidneys","old vs mid","Distal cell","CTSD",1.84e-26,-0.9690316,0.38,0.584,3.29e-22,"DOWN",FALSE,FALSE
"12243","Kidneys","old vs mid","Distal cell","RHOB",3.2e-25,-1.214697,0.159,0.377,5.73e-21,"DOWN",FALSE,FALSE
"12244","Kidneys","old vs mid","Distal cell","GPX3",1.2e-24,-1.176231,0.116,0.323,2.15e-20,"DOWN",FALSE,FALSE
"12245","Kidneys","old vs mid","Distal cell","ACSL4",3.04e-24,-1.216793,0.172,0.397,5.45e-20,"DOWN",FALSE,FALSE
"12246","Kidneys","old vs mid","Distal cell","CD9",7.02e-24,0.9176827,0.642,0.462,1.26e-19,"UP",FALSE,TRUE
"12247","Kidneys","old vs mid","Distal cell","TAGLN2",1.48e-23,1.033618,0.447,0.212,2.64e-19,"UP",FALSE,FALSE
"12248","Kidneys","old vs mid","Distal cell","PLAUR",1.05e-22,1.393732,0.258,0.078,1.88e-18,"UP",FALSE,TRUE
"12249","Kidneys","old vs mid","Distal cell","IDI1",6.59e-22,1.133511,0.35,0.135,1.18e-17,"UP",FALSE,TRUE
"12250","Kidneys","old vs mid","Distal cell","UPP1",6.78e-22,1.295373,0.308,0.113,1.21e-17,"UP",FALSE,TRUE
"12251","Kidneys","old vs mid","Distal cell","LITAF",2.62e-20,1.120517,0.514,0.317,4.69e-16,"UP",FALSE,TRUE
"12252","Kidneys","old vs mid","Distal cell","TOB1",6.61e-20,-1.092788,0.086,0.265,1.18e-15,"DOWN",FALSE,FALSE
"12253","Kidneys","old vs mid","Distal cell","JUN",1.35e-19,-0.9421407,0.281,0.478,2.41e-15,"DOWN",FALSE,FALSE
"12254","Kidneys","old vs mid","Distal cell","OLFM4",2.32e-18,-2.115609,0.065,0.209,4.16e-14,"DOWN",FALSE,TRUE
"12255","Kidneys","old vs mid","Distal cell","MT1G",2.88e-18,1.459954,0.566,0.427,5.16e-14,"UP",FALSE,FALSE
"12256","Kidneys","old vs mid","Distal cell","PTGER3",1.22e-16,-0.9776931,0.099,0.266,2.18e-12,"DOWN",TRUE,FALSE
"12257","Kidneys","old vs mid","Distal cell","PHLDA2",2.55e-15,1.070406,0.229,0.078,4.56e-11,"UP",FALSE,TRUE
"12258","Kidneys","old vs mid","Distal cell","MAN1A1",1.06e-14,-0.9231838,0.076,0.219,1.9e-10,"DOWN",FALSE,TRUE
"12259","Kidneys","old vs mid","Distal cell","NUDT4",3.34e-12,-0.948257,0.081,0.204,5.98e-08,"DOWN",FALSE,TRUE
"12260","Kidneys","old vs mid","Distal cell","MT1H",3.89e-11,1.260426,0.269,0.14,6.96e-07,"UP",FALSE,FALSE
"12261","Kidneys","old vs mid","Distal cell","RASD1",3.08e-10,-1.029505,0.094,0.193,5.51e-06,"DOWN",FALSE,TRUE
"12262","Kidneys","old vs mid","Distal cell","SERPINA3",1.53e-09,-1.024697,0.029,0.112,2.74e-05,"DOWN",FALSE,TRUE
"12263","Kidneys","old vs mid","Distal cell","MMP7",1.78e-09,1.089416,0.536,0.407,3.19e-05,"UP",FALSE,FALSE
"12264","Kidneys","old vs mid","Loop of Henle cell","ZFP36L1",8.79e-142,-1.452886,0.393,0.693,1.57e-137,"DOWN",FALSE,FALSE
"12265","Kidneys","old vs mid","Loop of Henle cell","MIF",5.69e-114,1.084819,0.693,0.401,1.02e-109,"UP",FALSE,FALSE
"12266","Kidneys","old vs mid","Loop of Henle cell","MT-ND4L",5.04e-101,0.8630411,0.863,0.68,9.01e-97,"UP",FALSE,FALSE
"12267","Kidneys","old vs mid","Loop of Henle cell","EGR1",4.31e-98,-1.428029,0.239,0.52,7.71e-94,"DOWN",FALSE,FALSE
"12268","Kidneys","old vs mid","Loop of Henle cell","HSPA5",2.22e-89,-1.19552,0.419,0.663,3.97e-85,"DOWN",FALSE,TRUE
"12269","Kidneys","old vs mid","Loop of Henle cell","HLA-B",2.58e-86,-0.9809736,0.457,0.704,4.61e-82,"DOWN",FALSE,FALSE
"12270","Kidneys","old vs mid","Loop of Henle cell","RHOB",2.53e-79,-1.224713,0.229,0.485,4.52e-75,"DOWN",FALSE,FALSE
"12271","Kidneys","old vs mid","Loop of Henle cell","MT-ATP8",4.4e-78,1.002226,0.58,0.308,7.87e-74,"UP",FALSE,FALSE
"12272","Kidneys","old vs mid","Loop of Henle cell","HLA-DRB5",8.93e-78,-1.144162,0.012,0.173,1.6e-73,"DOWN",FALSE,FALSE
"12273","Kidneys","old vs mid","Loop of Henle cell","DUSP5",3.68e-75,-1.39471,0.074,0.285,6.59e-71,"DOWN",FALSE,FALSE
"12274","Kidneys","old vs mid","Loop of Henle cell","CLU",4.61e-75,-1.111028,0.489,0.68,8.25e-71,"DOWN",FALSE,FALSE
"12275","Kidneys","old vs mid","Loop of Henle cell","BHLHE40",1.01e-72,-1.120066,0.315,0.542,1.8e-68,"DOWN",FALSE,FALSE
"12276","Kidneys","old vs mid","Loop of Henle cell","KRT18",5.71e-72,1.16876,0.54,0.337,1.02e-67,"UP",FALSE,FALSE
"12277","Kidneys","old vs mid","Loop of Henle cell","TOB1",1.47e-71,-1.177519,0.11,0.342,2.63e-67,"DOWN",FALSE,FALSE
"12278","Kidneys","old vs mid","Loop of Henle cell","MUC1",1.54e-66,-1.017812,0.254,0.499,2.75e-62,"DOWN",FALSE,FALSE
"12279","Kidneys","old vs mid","Loop of Henle cell","ZFP36",4.01e-66,-1.090025,0.42,0.627,7.17e-62,"DOWN",FALSE,FALSE
"12280","Kidneys","old vs mid","Loop of Henle cell","CTSD",1.86e-63,-0.9652216,0.33,0.554,3.33e-59,"DOWN",FALSE,FALSE
"12281","Kidneys","old vs mid","Loop of Henle cell","JUN",1.47e-61,-1.084305,0.355,0.559,2.63e-57,"DOWN",FALSE,FALSE
"12282","Kidneys","old vs mid","Loop of Henle cell","ACSL4",3.25e-61,-1.228788,0.164,0.373,5.81e-57,"DOWN",FALSE,FALSE
"12283","Kidneys","old vs mid","Loop of Henle cell","JUND",3.81e-61,-1.076644,0.159,0.377,6.82e-57,"DOWN",FALSE,FALSE
"12284","Kidneys","old vs mid","Loop of Henle cell","ITM2C",1.65e-59,-1.193415,0.207,0.418,2.96e-55,"DOWN",FALSE,TRUE
"12285","Kidneys","old vs mid","Loop of Henle cell","GDF15",1.85e-56,0.9293253,0.65,0.489,3.3e-52,"UP",FALSE,FALSE
"12286","Kidneys","old vs mid","Loop of Henle cell","HES1",3.17e-53,-1.220766,0.257,0.477,5.68e-49,"DOWN",FALSE,FALSE
"12287","Kidneys","old vs mid","Loop of Henle cell","ANXA2",9.56e-50,0.8829085,0.644,0.501,1.71e-45,"UP",FALSE,FALSE
